Source,Target,Weight,Floor,Category
THE PIZZA COMPANY,Central Chiangmai,1,5F,Food & Beverage
THE VIRIYAH INSURANCE,Central Chiangmai,1,3F,Bank & Financial Services
THE VOLCANO,Central Chiangmai,1,2F,Food & Beverage
TMB THANACHART BANK,Central Chiangmai,1,3F,Bank & Financial Services
TOKYO OPTIC,Central Chiangmai,1,4F,Fashion & Apparel
TOT,Central Chiangmai,1,3F,Technology & Electronics
TRUE,Central Chiangmai,1,3F,Technology & Electronics
UNDER ARMOUR,Central Chiangmai,1,2F,Fashion & Apparel
UOB BANK,Central Chiangmai,1,3F,Bank & Financial Services
VANS,Central Chiangmai,1,2F,Fashion & Apparel
VAVA FROZEN YOGURT,Central Chiangmai,1,5F,Food & Beverage
VIERA BY RAGAZZE,Central Chiangmai,1,2F,Fashion & Apparel
VIVO,Central Chiangmai,1,3F,Technology & Electronics
WATSONS,Central Chiangmai,1,4F,Beauty & Wellness
WATSONS,Central Chiangmai,1,GF,Beauty & Wellness
WATTS,Central Chiangmai,1,4F,Lifestyle & Specialty
WINE CONNECTION,Central Chiangmai,1,1F,Food & Beverage
WRANGLER,Central Chiangmai,1,2F,Fashion & Apparel
XIAOMI,Central Chiangmai,1,3F,Technology & Electronics
YAMADA,Central Chiangmai,1,4F,Food & Beverage
YAOWARAT FISH MAW,Central Chiangmai,1,4F,Food & Beverage
YAYOI,Central Chiangmai,1,5F,Food & Beverage
YOSHINOYA,Central Chiangmai,1,5F,Food & Beverage
YUM BOMB BY ELDER CAT,Central Chiangmai,1,4F,Food & Beverage
YUZU HOUSE BY HONEY MONI,Central Chiangmai,1,GF,Food & Beverage
YVES ROCHER,Central Chiangmai,1,2F,Beauty & Wellness
ZABBE BYE CAT,Central Chiangmai,1,4F,Food & Beverage
ZEN,Central Chiangmai,1,5F,Food & Beverage
ZERO KCAL XKALAMARE,Central Chiangmai,1,4F,Food & Beverage
ZOOM CAMERA,Central Chiangmai,1,3F,Technology & Electronics
ก๋วยเตี๋ยวเรือพระนคร,Central Chiangmai,1,GF,Food & Beverage
